articulos,Precios
"['U$S 599', 'U$S 529', 'U$S 799', 'U$S 829', 'U$S 799', 'U$S 559', 'Antes', 'U$S 1.199', 'U$S 749', 'U$S 1.099', 'U$S 1.099', 'U$S 599', 'U$S 829', 'U$S 849', 'U$S 1.699', 'U$S 439', 'U$S 539', 'U$S 32', 'U$S 39', 'U$S 36']","['Notebook LENOVO 14” AMD 3020e 1 TB HDD 8 Gb de RAM WIN 10', 'Notebook LENOVO IdeaPad AMD 3020e Dual Core 4 Gb RAM 128 Gb SSD', 'Notebook HP 15.6"" CI3 4 Gb RAM 128 Gb SSD', 'Notebook LENOVO IdeaPad 3 14"" AMD RYZEN 3 4300U 8 Gb RAM 512 Gb SSD', 'Notebook HP Pavilion 15"" Intel Core i3 4 Gb RAM 1Tb HDD', 'Notebook LENOVO IP3 AMD 4 Gb RAM 128 SSD', 'Notebook HP 14” AMD Ryzen 3 128 Gb SSD 4 Gb de RAM WIN 10', 'Notebook ACER 14” Core i5 256GB SSD 8GB de RAM WIN 10', 'Notebook HP 14"" AMD Ryzen 3 1TB HDD 4 GB de RAM WIN 10', 'Notebook LENOVO IdeaPad 3 14"" HD Intel Core I5-1035G4 8 Gb RAM 1 Tb HD + 128 Gb SSD', 'Notebook HP 14"" Intel Core i5 4Gb RAM 256 Gb SSD', 'Notebook ASUS 14"" Celeron n4020 4 Gb RAM 128 Gb', 'Notebook DELL Inspiron 14"" Intel Core i3 4 Gb RAM 128 Gb SSD', 'Notebook LENOVO 14"" 2 en 1 AMD Ryzen 3 4 Gb RAM 128 Gb SSD', 'Notebook LENOVO IdeaPad 13.3"" QHD Intel Core i7 10510U 16 Gb RAM 512 GB SSD', 'Notebook HP 14"" Stream Celeron n4020 4 Gb RAM 64 Gb eMMC', 'Notebook LENOVO 3020e 4 Gb RAM 500 Gb HDD', 'Funda Notebook CASE LOGIC Laps 16""', 'Soporte para Notebook BASEUS Color Gris y Blanco', 'Teclado LOGITECH K230 para PC o Notebook ¡Super Oferta!']"
